2995, 2515
1443, 433
22660, 16133
35027, 15790
199719, 25126
15430, 13102
78621, 73259
4531, 638
25783, 25006
36255, 28938
59415, 57572
119727, 59624
36925, 22048
118369, 50577
14361, 9409
34163, 31977
76252, 62469
28221, 17517
44994, 37058
95256, 35388
181547, 162984
256351, 4977
41228, 23956
164821, 158010
261555, 181288
62542, 24671
100382, 20098
213528, 67115
48021, 38268
225008, 31517
195672, 181405
24977, 18201
200004, 30228
138538, 3324
253906, 234570
28493, 5425
20754, 7330
39855, 20386
40931, 18273
36274, 34196
90568, 57876
178689, 1476
250971, 8825
125217, 38247
249958, 179744
48345, 4503
149399, 60601
134597, 85328
68380, 18692
177807, 18352
186123, 3616
198304, 20764
41921, 22388
45994, 12187
111194, 99775
195290, 155602
35044, 5537
220385, 165371
251638, 207423
67627, 25726
10081, 4812
222011, 63311
16545, 4293
47198, 7430
241775, 173475
69469, 4625
151206, 80906
65826, 40164
121237, 41114
12856, 6411
153314, 147209
141879, 21617
150351, 114427
229305, 122937
223402, 214993
220444, 112320
135529, 74225
230583, 70149
140274, 112105
140656, 30391
37208, 6014
240557, 161333
154145, 126806
210149, 67703
136819, 47443
32916, 5186
183534, 36489
237332, 58601
237935, 58802
159467, 87587
201043, 125328
217848, 93272
183976, 97618
161158, 2532
151088, 21713
234245, 69549
222680, 201425
219717, 174928
175312, 118708
208360, 99990
