40025, 20420
153505, 138527
159935, 141030
32928, 30738
74478, 48021
37474, 26004
271554, 120953
24353, 5233
79518, 44025
221867, 191124
19084, 9335
145374, 105971
282549, 101295
152916, 79555
279293, 60566
264816, 12824
1909, 1099
214410, 33176
315347, 129864
28740, 15464
228753, 67004
29794, 6331
2929, 2372
52215, 21429
185757, 71370
243932, 56622
66262, 4941
236555, 11498
199783, 166481
288358, 196567
277118, 117773
149236, 84793
308262, 220075
148388, 48734
178120, 57351
66995, 11622
167760, 27653
92809, 72375
139742, 124574
249324, 212818
318826, 256291
92788, 50480
306342, 242647
52091, 26055
97958, 69911
187414, 179581
189991, 175264
163804, 28206
307081, 276880
171400, 11564
310362, 88206
193416, 108462
144063, 83405
72579, 4982
119074, 19026
316613, 205763
92939, 18911
194660, 186162
156837, 15315
239616, 94618
290025, 214563
90979, 72590
156852, 39270
285217, 216917
52095, 25849
209554, 102112
212639, 45703
208541, 92249
160445, 60381
149114, 41118
99066, 82083
136799, 12347
195141, 6576
57368, 28145
209589, 118081
71895, 3936
116121, 12234
249448, 94768
299424, 213769
310261, 198978
251480, 97055
41349, 5214
281927, 249053
78139, 33929
126720, 51367
96800, 75795
75807, 33673
284071, 249120
178012, 4708
149393, 26724
111948, 1239
218241, 142605
247155, 155025
221763, 156616
289026, 71825
292372, 64500
231258, 156702
258591, 118931
161431, 157448
198014, 155152
