30909, 28856
973307, 971963
93718, 36934
304257, 120709
1096891, 869647
814429, 688912
197054, 27192
147798, 60714
16479, 2120
58624, 17729
1465869, 987253
252748, 100891
461317, 387313
947886, 713289
1044456, 625839
157607, 52154
58753, 44906
908311, 458038
594978, 556356
318688, 198550
468091, 403801
193728, 62729
96317, 69933
47569, 17195
303237, 16967
1244330, 1232334
953753, 552067
188768, 144986
1038410, 234945
1299614, 352768
26151, 17912
287402, 29998
938154, 454357
602565, 475065
1080956, 673794
1226320, 840688
1453626, 1099730
1218726, 914053
140599, 34305
1460543, 1227350
1272815, 1082055
1245269, 1052217
1384121, 1140143
988593, 885662
614989, 580630
1504400, 1260905
354936, 97509
932567, 16961
179055, 9472
469996, 91156
1217656, 16148
1521291, 510694
456098, 264833
1044785, 690996
1152992, 470690
739323, 340607
765157, 659
823474, 314914
1043423, 542567
965950, 66842
755900, 229359
858394, 31824
852560, 316094
382909, 48626
1361677, 144372
495243, 307476
647170, 245524
1124917, 609727
430607, 185140
223932, 88584
805946, 341419
829212, 102534
1156334, 608220
351242, 153009
1521725, 521436
913266, 80792
1368844, 526533
1341965, 1167341
539068, 149398
1208620, 171857
423663, 312187
357507, 151662
897869, 197367
964021, 26750
924633, 740059
550719, 322694
1414040, 320571
1190979, 882123
182978, 105323
984171, 593860
679315, 490764
977264, 122362
438370, 118031
823286, 106032
519328, 333356
1335208, 679648
917451, 172920
192306, 114786
1176543, 790354
1165456, 888894
