139511, 1190280
3062226, 3538667
2763601, 959141
3056949, 2879000
2858431, 2920725
2787373, 3189812
659875, 1688168
1642552, 2573643
162341, 1240215
3131713, 1278132
3062054, 519466
1532961, 3045828
632014, 3266585
1044760, 1745646
2843687, 3024796
699546, 2550098
3264972, 2358866
1533345, 432449
2731705, 646047
2152550, 1769724
3225310, 854812
3315570, 802917
462328, 3369134
2532574, 1021486
2301959, 3031938
2563376, 3592345
2688542, 3256611
1124226, 1757237
2587055, 2460409
3428861, 1118085
883842, 3260413
1810341, 1232840
2253419, 3555027
2180521, 2383997
2041679, 786291
2780458, 3192628
639654, 2182197
1659836, 3354202
1620660, 1115735
3390474, 2619247
1824661, 1647110
3233577, 3011769
1436150, 1683092
338391, 1187006
3495830, 1778834
3046809, 1660223
2791238, 874277
1947358, 334356
2361289, 3061966
3574568, 1044177
2576783, 977830
3125248, 2706800
2650946, 1342847
2728833, 917600
9012, 3053307
810333, 271256
3080753, 1932875
2323812, 1372994
2178070, 2469840
3248756, 1616030
1111172, 1821279
1045820, 504457
2257245, 2639781
3466458, 1885362
2063936, 452304
1641017, 1510626
3530517, 2455193
1458751, 3315778
749256, 3485349
1458606, 959246
3352546, 1280412
940890, 464476
1965470, 1976312
2565990, 172004
997261, 3573476
227084, 2159380
2803336, 2847091
3578257, 1134087
1080249, 1539742
66655, 1228085
933853, 494744
1364822, 1830848
1402782, 63498
3199761, 353035
3064487, 1914234
149253, 1515693
2861697, 742730
483671, 3366118
2250702, 2486791
44898, 1477876
409824, 91729
2910015, 1162866
107589, 1550813
424369, 3106853
1426198, 1002357
2923217, 106120
3105786, 3485625
2246193, 2199352
3566221, 441273
239820, 20374
