1447365, 1442195
211327, 199820
44289, 31506
1752010, 103161
1558890, 435160
597041, 530852
1610694, 80533
199664, 188251
1100128, 110362
1470792, 602402
1435380, 53562
1396126, 237237
1347288, 1297081
1545270, 634189
320776, 171650
536990, 479880
208459, 78723
630765, 196071
1111346, 267964
432637, 127692
1649193, 1144221
1043673, 970547
1314925, 1214054
1587828, 1442373
1745937, 834816
1513114, 1402731
310571, 76593
1198062, 424331
411612, 351872
982587, 473344
1189256, 437486
319978, 234935
558750, 235687
1318686, 736690
197490, 70728
1512158, 436623
933352, 908768
644357, 179913
1700597, 217350
1272491, 1072739
1098800, 255088
532988, 389744
1519623, 304088
123575, 62834
1787274, 1764140
256932, 72489
827961, 83375
1472877, 112550
889503, 493435
281672, 111631
775137, 543985
1616762, 235087
1297808, 783976
1794289, 297858
1771813, 172806
46740, 26938
1760248, 29223
1274603, 472632
1511223, 112818
1849872, 718392
989893, 465609
1000572, 115493
1234159, 1208590
1589067, 413816
1319401, 1174918
561753, 26495
1679670, 211587
806696, 714736
1386339, 762244
44827, 12197
1526189, 1088594
675133, 546655
31708, 2400
466750, 208144
1248339, 937886
1693471, 1457139
1317118, 147772
156564, 86881
695834, 562439
1327723, 640208
511612, 405130
479676, 153710
204931, 153545
1465613, 1379477
736776, 555815
170072, 52654
861510, 829533
1564189, 1163198
720337, 605519
377093, 3913
1435081, 607391
1858674, 351564
1862623, 780446
456028, 90681
1040190, 265204
1434478, 2429
67847, 21713
976155, 270360
914835, 828463
143281, 16119
