10901, 3034
8572, 8379
9898, 5041
10826, 3464
206142, 166264
50335, 45577
687644, 61827
606460, 124415
627322, 120870
605430, 600350
867092, 410236
820144, 513314
499643, 23310
857302, 297249
384448, 173220
358567, 312207
827237, 475589
47127, 8704
720406, 303626
444216, 331611
695993, 332170
383564, 209909
509366, 313901
873849, 248057
217480, 160346
516483, 405909
239485, 93263
376709, 237966
82915, 70593
533109, 226541
587504, 227496
134167, 107077
642434, 240557
323602, 241437
576267, 141957
267312, 22032
781466, 198590
605763, 61380
1044695, 888429
983498, 526101
705522, 216889
30800, 25257
641478, 107585
801856, 556467
267493, 106079
528296, 17456
960448, 932720
367767, 281137
487886, 359014
650362, 206860
359127, 19710
668495, 227900
1045431, 412589
76810, 20896
250866, 151438
885319, 500283
469273, 31548
984468, 751414
778253, 582529
770725, 185894
459580, 49291
1043937, 314136
1053480, 225131
576245, 225841
369614, 176205
326187, 271747
454536, 57108
882939, 344103
189147, 12300
266042, 181925
857080, 399163
59929, 29445
398777, 341147
330219, 289436
485324, 139496
610718, 197956
531915, 190652
385880, 250188
441447, 221527
823103, 253852
366988, 109820
790339, 754196
792916, 614029
52756, 40216
906555, 325245
472738, 338272
1020602, 45702
358662, 249531
447931, 42225
86107, 40813
58110, 34061
94892, 32014
582640, 27147
225050, 136953
431527, 396636
129182, 102156
573174, 250107
258924, 100781
254886, 112091
339331, 249029
